AlbumTitle,Date,PlayCount
The Best of Ed Motta,2023-04-01,44
The Best of Ed Motta,2023-05-01,48
The Best of Ed Motta,2023-06-01,40
The Best of Ed Motta,2023-07-01,46
The Best of Ed Motta,2023-08-01,41
The Best of Ed Motta,2023-09-01,37
The Best of Ed Motta,2023-10-01,41
The Best of Ed Motta,2023-11-01,46
The Best of Ed Motta,2023-12-01,48
The Best of Ed Motta,2024-01-01,42
The Best of Ed Motta,2024-02-01,44
The Best of Ed Motta,2024-03-01,40
The Best of Ed Motta,2024-04-01,49
The Best of Ed Motta,2024-05-01,44
The Best of Ed Motta,2024-06-01,43
The Best of Ed Motta,2024-07-01,47
The Best of Ed Motta,2024-08-01,40
The Best of Ed Motta,2024-09-01,46
The Best of Ed Motta,2024-10-01,43
The Best of Ed Motta,2024-11-01,47
The Best of Ed Motta,2024-12-01,38
Sambas De Enredo 2001,2023-01-01,35
Sambas De Enredo 2001,2023-02-01,43
Sambas De Enredo 2001,2023-03-01,44
Sambas De Enredo 2001,2023-04-01,42
Sambas De Enredo 2001,2023-05-01,38
Sambas De Enredo 2001,2023-06-01,37
Sambas De Enredo 2001,2023-07-01,35
Sambas De Enredo 2001,2023-08-01,34
Sambas De Enredo 2001,2023-09-01,44
Sambas De Enredo 2001,2023-10-01,40
Sambas De Enredo 2001,2023-11-01,39
Sambas De Enredo 2001,2023-12-01,48
Sambas De Enredo 2001,2024-01-01,48
Sambas De Enredo 2001,2024-02-01,35
Sambas De Enredo 2001,2024-03-01,41
Sambas De Enredo 2001,2024-04-01,44
Sambas De Enredo 2001,2024-05-01,37
Sambas De Enredo 2001,2024-06-01,41
Sambas De Enredo 2001,2024-07-01,48
Sambas De Enredo 2001,2024-08-01,40
Sambas De Enredo 2001,2024-09-01,38
Sambas De Enredo 2001,2024-10-01,43
Sambas De Enredo 2001,2024-11-01,43
Sambas De Enredo 2001,2024-12-01,45
Vinícius De Moraes - Sem Limite,2023-01-01,36
Vinícius De Moraes - Sem Limite,2023-02-01,32
Vinícius De Moraes - Sem Limite,2023-03-01,37
Vinícius De Moraes - Sem Limite,2023-04-01,32
Vinícius De Moraes - Sem Limite,2023-05-01,29
Vinícius De Moraes - Sem Limite,2023-06-01,32
Vinícius De Moraes - Sem Limite,2023-07-01,30
Vinícius De Moraes - Sem Limite,2023-08-01,34
Vinícius De Moraes - Sem Limite,2023-09-01,37
Vinícius De Moraes - Sem Limite,2023-10-01,32
Vinícius De Moraes - Sem Limite,2023-11-01,35
Vinícius De Moraes - Sem Limite,2023-12-01,28
Vinícius De Moraes - Sem Limite,2024-01-01,30
Vinícius De Moraes - Sem Limite,2024-02-01,30
Vinícius De Moraes - Sem Limite,2024-03-01,36
Vinícius De Moraes - Sem Limite,2024-04-01,32
Vinícius De Moraes - Sem Limite,2024-05-01,39
Vinícius De Moraes - Sem Limite,2024-06-01,36
Vinícius De Moraes - Sem Limite,2024-07-01,40
Vinícius De Moraes - Sem Limite,2024-08-01,36
Vinícius De Moraes - Sem Limite,2024-09-01,28
Vinícius De Moraes - Sem Limite,2024-10-01,29
Vinícius De Moraes - Sem Limite,2024-11-01,32
Vinícius De Moraes - Sem Limite,2024-12-01,31
Angel Dust,2023-01-01,26
Angel Dust,2023-02-01,27
Angel Dust,2023-03-01,21
Angel Dust,2023-04-01,21
Angel Dust,2023-05-01,28
Angel Dust,2023-06-01,33
Angel Dust,2023-07-01,33
Angel Dust,2023-08-01,22
Angel Dust,2023-09-01,32
Angel Dust,2023-10-01,30
Angel Dust,2023-11-01,31
Angel Dust,2023-12-01,29
Angel Dust,2024-01-01,27
Angel Dust,2024-02-01,26
Angel Dust,2024-03-01,21
Angel Dust,2024-04-01,21
Angel Dust,2024-05-01,22
Angel Dust,2024-06-01,26
Angel Dust,2024-07-01,34
Angel Dust,2024-08-01,26
Angel Dust,2024-09-01,22
Angel Dust,2024-10-01,21
Angel Dust,2024-11-01,30
Angel Dust,2024-12-01,25
King For A Day Fool For A Lifetime,2023-01-01,20
King For A Day Fool For A Lifetime,2023-02-01,24
King For A Day Fool For A Lifetime,2023-03-01,27
King For A Day Fool For A Lifetime,2023-04-01,20
King For A Day Fool For A Lifetime,2023-05-01,28
King For A Day Fool For A Lifetime,2023-06-01,20
King For A Day Fool For A Lifetime,2023-07-01,21
King For A Day Fool For A Lifetime,2023-08-01,31
King For A Day Fool For A Lifetime,2023-09-01,25
King For A Day Fool For A Lifetime,2023-10-01,24
King For A Day Fool For A Lifetime,2023-11-01,30
King For A Day Fool For A Lifetime,2023-12-01,26
King For A Day Fool For A Lifetime,2024-01-01,33
King For A Day Fool For A Lifetime,2024-02-01,26
King For A Day Fool For A Lifetime,2024-03-01,24
King For A Day Fool For A Lifetime,2024-04-01,30
King For A Day Fool For A Lifetime,2024-05-01,29
King For A Day Fool For A Lifetime,2024-06-01,28
King For A Day Fool For A Lifetime,2024-07-01,21
King For A Day Fool For A Lifetime,2024-08-01,21
King For A Day Fool For A Lifetime,2024-09-01,33
King For A Day Fool For A Lifetime,2024-10-01,19
King For A Day Fool For A Lifetime,2024-11-01,25
King For A Day Fool For A Lifetime,2024-12-01,23
Deixa Entrar,2023-01-01,43
Deixa Entrar,2023-02-01,48
Deixa Entrar,2023-03-01,37
Deixa Entrar,2023-04-01,47
Deixa Entrar,2023-05-01,37
Deixa Entrar,2023-06-01,39
Deixa Entrar,2023-07-01,48
Deixa Entrar,2023-08-01,41
Deixa Entrar,2023-09-01,41
Deixa Entrar,2023-10-01,38
Deixa Entrar,2023-11-01,48
Deixa Entrar,2023-12-01,39
Deixa Entrar,2024-01-01,37
Deixa Entrar,2024-02-01,45
Deixa Entrar,2024-03-01,47
Deixa Entrar,2024-04-01,44
Deixa Entrar,2024-05-01,46
Deixa Entrar,2024-06-01,42
Deixa Entrar,2024-07-01,41
Deixa Entrar,2024-08-01,43
Deixa Entrar,2024-09-01,45
Deixa Entrar,2024-10-01,43
Deixa Entrar,2024-11-01,34
Deixa Entrar,2024-12-01,48
My Way: The Best Of Frank Sinatra [Disc 1],2023-01-01,24
My Way: The Best Of Frank Sinatra [Disc 1],2023-02-01,23
My Way: The Best Of Frank Sinatra [Disc 1],2023-03-01,29
My Way: The Best Of Frank Sinatra [Disc 1],2023-04-01,18
My Way: The Best Of Frank Sinatra [Disc 1],2023-05-01,23
My Way: The Best Of Frank Sinatra [Disc 1],2023-06-01,27
My Way: The Best Of Frank Sinatra [Disc 1],2023-07-01,16
My Way: The Best Of Frank Sinatra [Disc 1],2023-08-01,25
My Way: The Best Of Frank Sinatra [Disc 1],2023-09-01,19
My Way: The Best Of Frank Sinatra [Disc 1],2023-10-01,18
My Way: The Best Of Frank Sinatra [Disc 1],2023-11-01,21
My Way: The Best Of Frank Sinatra [Disc 1],2023-12-01,22
My Way: The Best Of Frank Sinatra [Disc 1],2024-01-01,19
My Way: The Best Of Frank Sinatra [Disc 1],2024-02-01,22
My Way: The Best Of Frank Sinatra [Disc 1],2024-03-01,24
My Way: The Best Of Frank Sinatra [Disc 1],2024-04-01,26
My Way: The Best Of Frank Sinatra [Disc 1],2024-05-01,17
My Way: The Best Of Frank Sinatra [Disc 1],2024-06-01,26
My Way: The Best Of Frank Sinatra [Disc 1],2024-07-01,18
My Way: The Best Of Frank Sinatra [Disc 1],2024-08-01,20
My Way: The Best Of Frank Sinatra [Disc 1],2024-09-01,18
My Way: The Best Of Frank Sinatra [Disc 1],2024-10-01,26
My Way: The Best Of Frank Sinatra [Disc 1],2024-11-01,23
My Way: The Best Of Frank Sinatra [Disc 1],2024-12-01,27
One By One,2023-01-01,31
One By One,2023-02-01,31
One By One,2023-03-01,35
One By One,2023-04-01,35
One By One,2023-05-01,32
One By One,2023-06-01,27
One By One,2023-07-01,28
One By One,2023-08-01,28
One By One,2023-09-01,31
One By One,2023-10-01,30
One By One,2023-11-01,32
One By One,2023-12-01,38
One By One,2024-01-01,38
One By One,2024-02-01,37
One By One,2024-03-01,31
One By One,2024-04-01,25
One By One,2024-05-01,33
One By One,2024-06-01,35
One By One,2024-07-01,27
One By One,2024-08-01,29
One By One,2024-09-01,35
One By One,2024-10-01,25
One By One,2024-11-01,30
One By One,2024-12-01,26
Roda De Funk,2023-01-01,27
Roda De Funk,2023-02-01,18
Roda De Funk,2023-03-01,27
Roda De Funk,2023-04-01,24
Roda De Funk,2023-05-01,22
Roda De Funk,2023-06-01,17
Roda De Funk,2023-07-01,28
Roda De Funk,2023-08-01,17
Roda De Funk,2023-09-01,23
Roda De Funk,2023-10-01,24
Roda De Funk,2023-11-01,21
Roda De Funk,2023-12-01,28
Roda De Funk,2024-01-01,27
Roda De Funk,2024-02-01,21
Roda De Funk,2024-03-01,20
Roda De Funk,2024-04-01,30
Roda De Funk,2024-05-01,22
Roda De Funk,2024-06-01,30
Roda De Funk,2024-07-01,22
Roda De Funk,2024-08-01,19
Roda De Funk,2024-09-01,25
Roda De Funk,2024-10-01,28
Roda De Funk,2024-11-01,27
Roda De Funk,2024-12-01,30
Quanta Gente Veio Ver (Live),2023-01-01,30
Quanta Gente Veio Ver (Live),2023-02-01,44
Quanta Gente Veio Ver (Live),2023-03-01,42
Quanta Gente Veio Ver (Live),2023-04-01,36
Quanta Gente Veio Ver (Live),2023-05-01,34
Quanta Gente Veio Ver (Live),2023-06-01,34
Quanta Gente Veio Ver (Live),2023-07-01,43
Quanta Gente Veio Ver (Live),2023-08-01,42
Quanta Gente Veio Ver (Live),2023-09-01,31
Quanta Gente Veio Ver (Live),2023-10-01,33
Quanta Gente Veio Ver (Live),2023-11-01,41
Quanta Gente Veio Ver (Live),2023-12-01,35
Quanta Gente Veio Ver (Live),2024-01-01,39
Quanta Gente Veio Ver (Live),2024-02-01,44
Quanta Gente Veio Ver (Live),2024-03-01,40
Quanta Gente Veio Ver (Live),2024-04-01,36
Quanta Gente Veio Ver (Live),2024-05-01,40
Quanta Gente Veio Ver (Live),2024-06-01,34
Quanta Gente Veio Ver (Live),2024-07-01,38
Quanta Gente Veio Ver (Live),2024-08-01,32
Quanta Gente Veio Ver (Live),2024-09-01,30
Quanta Gente Veio Ver (Live),2024-10-01,33
Quanta Gente Veio Ver (Live),2024-11-01,38
Quanta Gente Veio Ver (Live),2024-12-01,33
The Real Thing,2023-01-01,57
The Real Thing,2023-02-01,61
The Real Thing,2023-03-01,61
The Real Thing,2023-04-01,52
The Real Thing,2023-05-01,50
The Real Thing,2023-06-01,60
The Real Thing,2023-07-01,59
The Real Thing,2023-08-01,60
The Real Thing,2023-09-01,56
The Real Thing,2023-10-01,51
The Real Thing,2023-11-01,53
The Real Thing,2023-12-01,49
The Real Thing,2024-01-01,53
The Real Thing,2024-02-01,50
The Real Thing,2024-03-01,59
The Real Thing,2024-04-01,59
The Real Thing,2024-05-01,56
The Real Thing,2024-06-01,58
The Real Thing,2024-07-01,49
The Real Thing,2024-08-01,62
The Real Thing,2024-09-01,59
The Real Thing,2024-10-01,59
The Real Thing,2024-11-01,56
The Real Thing,2024-12-01,52
In Your Honor [Disc 2],2023-01-01,39
In Your Honor [Disc 2],2023-02-01,43
In Your Honor [Disc 2],2023-03-01,40
In Your Honor [Disc 2],2023-04-01,49
In Your Honor [Disc 2],2023-05-01,49
In Your Honor [Disc 2],2023-06-01,51
In Your Honor [Disc 2],2023-07-01,47
In Your Honor [Disc 2],2023-08-01,42
In Your Honor [Disc 2],2023-09-01,49
In Your Honor [Disc 2],2023-10-01,45
In Your Honor [Disc 2],2023-11-01,47
In Your Honor [Disc 2],2023-12-01,51
In Your Honor [Disc 2],2024-01-01,38
In Your Honor [Disc 2],2024-02-01,42
In Your Honor [Disc 2],2024-03-01,40
In Your Honor [Disc 2],2024-04-01,41
In Your Honor [Disc 2],2024-05-01,39
In Your Honor [Disc 2],2024-06-01,46
In Your Honor [Disc 2],2024-07-01,40
In Your Honor [Disc 2],2024-08-01,52
In Your Honor [Disc 2],2024-09-01,39
In Your Honor [Disc 2],2024-10-01,47
In Your Honor [Disc 2],2024-11-01,48
In Your Honor [Disc 2],2024-12-01,46
American Idiot,2023-01-01,42
American Idiot,2023-02-01,37
American Idiot,2023-03-01,41
American Idiot,2023-04-01,48
American Idiot,2023-05-01,47
American Idiot,2023-06-01,50
American Idiot,2023-07-01,51
American Idiot,2023-08-01,47
American Idiot,2023-09-01,39
American Idiot,2023-10-01,37
American Idiot,2023-11-01,40
American Idiot,2023-12-01,49
American Idiot,2024-01-01,38
American Idiot,2024-02-01,38
American Idiot,2024-03-01,39
American Idiot,2024-04-01,44
American Idiot,2024-05-01,44
American Idiot,2024-06-01,48
American Idiot,2024-07-01,51
American Idiot,2024-08-01,43
American Idiot,2024-09-01,42
American Idiot,2024-10-01,45
American Idiot,2024-11-01,40
American Idiot,2024-12-01,48
As Canções de Eu Tu Eles,2023-01-01,22
As Canções de Eu Tu Eles,2023-02-01,21
As Canções de Eu Tu Eles,2023-03-01,21
As Canções de Eu Tu Eles,2023-04-01,29
As Canções de Eu Tu Eles,2023-05-01,17
As Canções de Eu Tu Eles,2023-06-01,18
As Canções de Eu Tu Eles,2023-07-01,24
As Canções de Eu Tu Eles,2023-08-01,23
As Canções de Eu Tu Eles,2023-09-01,29
As Canções de Eu Tu Eles,2023-10-01,20
As Canções de Eu Tu Eles,2023-11-01,29
As Canções de Eu Tu Eles,2023-12-01,29
As Canções de Eu Tu Eles,2024-01-01,19
As Canções de Eu Tu Eles,2024-02-01,17
As Canções de Eu Tu Eles,2024-03-01,23
As Canções de Eu Tu Eles,2024-04-01,19
As Canções de Eu Tu Eles,2024-05-01,19
As Canções de Eu Tu Eles,2024-06-01,28
As Canções de Eu Tu Eles,2024-07-01,18
As Canções de Eu Tu Eles,2024-08-01,28
As Canções de Eu Tu Eles,2024-09-01,18
As Canções de Eu Tu Eles,2024-10-01,26
As Canções de Eu Tu Eles,2024-11-01,15
As Canções de Eu Tu Eles,2024-12-01,21
In Your Honor [Disc 1],2023-01-01,25
In Your Honor [Disc 1],2023-02-01,34
In Your Honor [Disc 1],2023-03-01,35
In Your Honor [Disc 1],2023-04-01,37
In Your Honor [Disc 1],2023-05-01,24
In Your Honor [Disc 1],2023-06-01,25
In Your Honor [Disc 1],2023-07-01,23
In Your Honor [Disc 1],2023-08-01,28
In Your Honor [Disc 1],2023-09-01,33
In Your Honor [Disc 1],2023-10-01,33
In Your Honor [Disc 1],2023-11-01,29
In Your Honor [Disc 1],2023-12-01,33
In Your Honor [Disc 1],2024-01-01,33
In Your Honor [Disc 1],2024-02-01,24
In Your Honor [Disc 1],2024-03-01,30
In Your Honor [Disc 1],2024-04-01,36
In Your Honor [Disc 1],2024-05-01,28
In Your Honor [Disc 1],2024-06-01,36
In Your Honor [Disc 1],2024-07-01,26
In Your Honor [Disc 1],2024-08-01,27
In Your Honor [Disc 1],2024-09-01,30
In Your Honor [Disc 1],2024-10-01,36
In Your Honor [Disc 1],2024-11-01,25
In Your Honor [Disc 1],2024-12-01,25
Faceless,2023-01-01,58
Faceless,2023-02-01,57
Faceless,2023-03-01,54
Faceless,2023-04-01,47
Faceless,2023-05-01,44
Faceless,2023-06-01,52
Faceless,2023-07-01,51
Faceless,2023-08-01,51
Faceless,2023-09-01,57
Faceless,2023-10-01,53
Faceless,2023-11-01,49
Faceless,2023-12-01,50
Faceless,2024-01-01,49
Faceless,2024-02-01,52
Faceless,2024-03-01,46
Faceless,2024-04-01,57
Faceless,2024-05-01,46
Faceless,2024-06-01,46
Faceless,2024-07-01,53
Faceless,2024-08-01,46
Faceless,2024-09-01,52
Faceless,2024-10-01,55
Faceless,2024-11-01,47
Faceless,2024-12-01,56
The Colour And The Shape,2023-01-01,34
The Colour And The Shape,2023-02-01,35
The Colour And The Shape,2023-03-01,29
The Colour And The Shape,2023-04-01,31
The Colour And The Shape,2023-05-01,32
The Colour And The Shape,2023-06-01,27
The Colour And The Shape,2023-07-01,29
The Colour And The Shape,2023-08-01,32
The Colour And The Shape,2023-09-01,23
The Colour And The Shape,2023-10-01,35
The Colour And The Shape,2023-11-01,24
The Colour And The Shape,2023-12-01,34
The Colour And The Shape,2024-01-01,28
The Colour And The Shape,2024-02-01,26
The Colour And The Shape,2024-03-01,25
The Colour And The Shape,2024-04-01,33
The Colour And The Shape,2024-05-01,24
The Colour And The Shape,2024-06-01,28
The Colour And The Shape,2024-07-01,21
The Colour And The Shape,2024-08-01,34
The Colour And The Shape,2024-09-01,29
The Colour And The Shape,2024-10-01,21
The Colour And The Shape,2024-11-01,28
The Colour And The Shape,2024-12-01,24
The Best Of R.E.M.: The IRS Years,2023-01-01,52
The Best Of R.E.M.: The IRS Years,2023-02-01,49
The Best Of R.E.M.: The IRS Years,2023-03-01,43
The Best Of R.E.M.: The IRS Years,2023-04-01,41
The Best Of R.E.M.: The IRS Years,2023-05-01,47
The Best Of R.E.M.: The IRS Years,2023-06-01,49
The Best Of R.E.M.: The IRS Years,2023-07-01,52
The Best Of R.E.M.: The IRS Years,2023-08-01,52
The Best Of R.E.M.: The IRS Years,2023-09-01,47
The Best Of R.E.M.: The IRS Years,2023-10-01,42
The Best Of R.E.M.: The IRS Years,2023-11-01,49
The Best Of R.E.M.: The IRS Years,2023-12-01,42
The Best Of R.E.M.: The IRS Years,2024-01-01,50
The Best Of R.E.M.: The IRS Years,2024-02-01,46
The Best Of R.E.M.: The IRS Years,2024-03-01,40
The Best Of R.E.M.: The IRS Years,2024-04-01,47
The Best Of R.E.M.: The IRS Years,2024-05-01,51
The Best Of R.E.M.: The IRS Years,2024-06-01,52
The Best Of R.E.M.: The IRS Years,2024-07-01,44
The Best Of R.E.M.: The IRS Years,2024-08-01,47
The Best Of R.E.M.: The IRS Years,2024-09-01,46
The Best Of R.E.M.: The IRS Years,2024-10-01,53
The Best Of R.E.M.: The IRS Years,2024-11-01,53
The Best Of R.E.M.: The IRS Years,2024-12-01,45
Raul Seixas,2023-01-01,42
Raul Seixas,2023-02-01,43
Raul Seixas,2023-03-01,30
Raul Seixas,2023-04-01,43
Raul Seixas,2023-05-01,41
Raul Seixas,2023-06-01,32
Raul Seixas,2023-07-01,40
Raul Seixas,2023-08-01,43
Raul Seixas,2023-09-01,31
Raul Seixas,2023-10-01,34
Raul Seixas,2023-11-01,44
Raul Seixas,2023-12-01,34
Raul Seixas,2024-01-01,34
Raul Seixas,2024-02-01,33
Raul Seixas,2024-03-01,34
Raul Seixas,2024-04-01,32
Raul Seixas,2024-05-01,41
Raul Seixas,2024-06-01,30
Raul Seixas,2024-07-01,34
Raul Seixas,2024-08-01,42
Raul Seixas,2024-09-01,38
Raul Seixas,2024-10-01,42
Raul Seixas,2024-11-01,38
Raul Seixas,2024-12-01,33
Californication,2023-01-01,49
Californication,2023-02-01,50
Californication,2023-03-01,56
Californication,2023-04-01,49
Californication,2023-05-01,56
Californication,2023-06-01,61
Californication,2023-07-01,55
Californication,2023-08-01,63
Californication,2023-09-01,56
Californication,2023-10-01,60
Californication,2023-11-01,54
Californication,2023-12-01,60
Californication,2024-01-01,62
Californication,2024-02-01,63
Californication,2024-03-01,63
Californication,2024-04-01,57
Californication,2024-05-01,51
Californication,2024-06-01,58
Californication,2024-07-01,52
Californication,2024-08-01,61
Californication,2024-09-01,54
Californication,2024-10-01,56
Californication,2024-11-01,53
Californication,2024-12-01,51
Blood Sugar Sex Magik,2023-01-01,55
Blood Sugar Sex Magik,2023-02-01,60
Blood Sugar Sex Magik,2023-03-01,64
Blood Sugar Sex Magik,2023-04-01,54
Blood Sugar Sex Magik,2023-05-01,55
Blood Sugar Sex Magik,2023-06-01,58
Blood Sugar Sex Magik,2023-07-01,58
Blood Sugar Sex Magik,2023-08-01,63
Blood Sugar Sex Magik,2023-09-01,63
Blood Sugar Sex Magik,2023-10-01,55
Blood Sugar Sex Magik,2023-11-01,57
Blood Sugar Sex Magik,2023-12-01,63
Blood Sugar Sex Magik,2024-01-01,64
Blood Sugar Sex Magik,2024-02-01,54
Blood Sugar Sex Magik,2024-03-01,57
Blood Sugar Sex Magik,2024-04-01,63
Blood Sugar Sex Magik,2024-05-01,53
Blood Sugar Sex Magik,2024-06-01,59
Blood Sugar Sex Magik,2024-07-01,53
Blood Sugar Sex Magik,2024-08-01,62
Blood Sugar Sex Magik,2024-09-01,58
Blood Sugar Sex Magik,2024-10-01,60
Blood Sugar Sex Magik,2024-11-01,52
Blood Sugar Sex Magik,2024-12-01,59
By The Way,2023-01-01,42
By The Way,2023-02-01,42
By The Way,2023-03-01,42
By The Way,2023-04-01,45
By The Way,2023-05-01,38
By The Way,2023-06-01,37
By The Way,2023-07-01,49
By The Way,2023-08-01,48
By The Way,2023-09-01,42
By The Way,2023-10-01,46
By The Way,2023-11-01,47
By The Way,2023-12-01,44
By The Way,2024-01-01,39
By The Way,2024-02-01,48
By The Way,2024-03-01,46
By The Way,2024-04-01,37
By The Way,2024-05-01,45
By The Way,2024-06-01,49
By The Way,2024-07-01,49
By The Way,2024-08-01,37
By The Way,2024-09-01,39
By The Way,2024-10-01,44
By The Way,2024-11-01,50
By The Way,2024-12-01,39
Cesta Básica,2023-01-01,41
Cesta Básica,2023-02-01,34
Cesta Básica,2023-03-01,46
Cesta Básica,2023-04-01,46
Cesta Básica,2023-05-01,39
Cesta Básica,2023-06-01,34
Cesta Básica,2023-07-01,47
Cesta Básica,2023-08-01,34
Cesta Básica,2023-09-01,47
Cesta Básica,2023-10-01,41
Cesta Básica,2023-11-01,44
Cesta Básica,2023-12-01,37
Cesta Básica,2024-01-01,45
Cesta Básica,2024-02-01,34
Cesta Básica,2024-03-01,43
Cesta Básica,2024-04-01,40
Cesta Básica,2024-05-01,38
Cesta Básica,2024-06-01,38
Cesta Básica,2024-07-01,34
Cesta Básica,2024-08-01,47
Cesta Básica,2024-09-01,43
Cesta Básica,2024-10-01,44
Cesta Básica,2024-11-01,39
Cesta Básica,2024-12-01,47
A-Sides,2023-01-01,30
A-Sides,2023-02-01,27
A-Sides,2023-03-01,23
A-Sides,2023-04-01,31
A-Sides,2023-05-01,23
A-Sides,2023-06-01,30
A-Sides,2023-07-01,27
A-Sides,2023-08-01,25
A-Sides,2023-09-01,33
A-Sides,2023-10-01,29
A-Sides,2023-11-01,29
A-Sides,2023-12-01,31
A-Sides,2024-01-01,29
A-Sides,2024-02-01,35
A-Sides,2024-03-01,33
A-Sides,2024-04-01,36
A-Sides,2024-05-01,25
A-Sides,2024-06-01,33
A-Sides,2024-07-01,35
A-Sides,2024-08-01,37
A-Sides,2024-09-01,36
A-Sides,2024-10-01,35
A-Sides,2024-11-01,23
A-Sides,2024-12-01,30
Judas 0: B-Sides and Rarities,2023-01-01,44
Judas 0: B-Sides and Rarities,2023-02-01,40
Judas 0: B-Sides and Rarities,2023-03-01,40
Judas 0: B-Sides and Rarities,2023-04-01,45
Judas 0: B-Sides and Rarities,2023-05-01,37
Judas 0: B-Sides and Rarities,2023-06-01,45
Judas 0: B-Sides and Rarities,2023-07-01,44
Judas 0: B-Sides and Rarities,2023-08-01,45
Judas 0: B-Sides and Rarities,2023-09-01,33
Judas 0: B-Sides and Rarities,2023-10-01,45
Judas 0: B-Sides and Rarities,2023-11-01,42
Judas 0: B-Sides and Rarities,2023-12-01,39
Judas 0: B-Sides and Rarities,2024-01-01,44
Judas 0: B-Sides and Rarities,2024-02-01,42
Judas 0: B-Sides and Rarities,2024-03-01,37
Judas 0: B-Sides and Rarities,2024-04-01,40
Judas 0: B-Sides and Rarities,2024-05-01,41
Judas 0: B-Sides and Rarities,2024-06-01,43
Judas 0: B-Sides and Rarities,2024-07-01,46
Judas 0: B-Sides and Rarities,2024-08-01,39
Judas 0: B-Sides and Rarities,2024-09-01,46
Judas 0: B-Sides and Rarities,2024-10-01,45
Judas 0: B-Sides and Rarities,2024-11-01,47
Judas 0: B-Sides and Rarities,2024-12-01,39
Rotten Apples: Greatest Hits,2023-01-01,35
Rotten Apples: Greatest Hits,2023-02-01,35
Rotten Apples: Greatest Hits,2023-03-01,35
Rotten Apples: Greatest Hits,2023-04-01,37
Rotten Apples: Greatest Hits,2023-05-01,47
Rotten Apples: Greatest Hits,2023-06-01,34
Rotten Apples: Greatest Hits,2023-07-01,48
Rotten Apples: Greatest Hits,2023-08-01,37
Rotten Apples: Greatest Hits,2023-09-01,35
Rotten Apples: Greatest Hits,2023-10-01,38
Rotten Apples: Greatest Hits,2023-11-01,36
Rotten Apples: Greatest Hits,2023-12-01,48
Rotten Apples: Greatest Hits,2024-01-01,45
Rotten Apples: Greatest Hits,2024-02-01,41
Rotten Apples: Greatest Hits,2024-03-01,37
Rotten Apples: Greatest Hits,2024-04-01,34
Rotten Apples: Greatest Hits,2024-05-01,34
Rotten Apples: Greatest Hits,2024-06-01,45
Rotten Apples: Greatest Hits,2024-07-01,43
Rotten Apples: Greatest Hits,2024-08-01,36
Rotten Apples: Greatest Hits,2024-09-01,48
Rotten Apples: Greatest Hits,2024-10-01,42
Rotten Apples: Greatest Hits,2024-11-01,40
Rotten Apples: Greatest Hits,2024-12-01,35
Retrospective I (1974-1980),2023-01-01,51
Retrospective I (1974-1980),2023-02-01,52
Retrospective I (1974-1980),2023-03-01,44
Retrospective I (1974-1980),2023-04-01,45
Retrospective I (1974-1980),2023-05-01,53
Retrospective I (1974-1980),2023-06-01,55
Retrospective I (1974-1980),2023-07-01,52
Retrospective I (1974-1980),2023-08-01,56
Retrospective I (1974-1980),2023-09-01,44
Retrospective I (1974-1980),2023-10-01,45
Retrospective I (1974-1980),2023-11-01,48
Retrospective I (1974-1980),2023-12-01,51
Retrospective I (1974-1980),2024-01-01,51
Retrospective I (1974-1980),2024-02-01,49
Retrospective I (1974-1980),2024-03-01,54
Retrospective I (1974-1980),2024-04-01,45
Retrospective I (1974-1980),2024-05-01,46
Retrospective I (1974-1980),2024-06-01,48
Retrospective I (1974-1980),2024-07-01,53
Retrospective I (1974-1980),2024-08-01,47
Retrospective I (1974-1980),2024-09-01,44
Retrospective I (1974-1980),2024-10-01,55
Retrospective I (1974-1980),2024-11-01,48
Retrospective I (1974-1980),2024-12-01,45
O Samba Poconé,2023-01-01,43
O Samba Poconé,2023-02-01,37
O Samba Poconé,2023-03-01,31
O Samba Poconé,2023-04-01,30
O Samba Poconé,2023-05-01,38
O Samba Poconé,2023-06-01,43
O Samba Poconé,2023-07-01,41
O Samba Poconé,2023-08-01,32
O Samba Poconé,2023-09-01,40
O Samba Poconé,2023-10-01,30
O Samba Poconé,2023-11-01,36
O Samba Poconé,2023-12-01,42
O Samba Poconé,2024-01-01,44
O Samba Poconé,2024-02-01,39
O Samba Poconé,2024-03-01,34
O Samba Poconé,2024-04-01,34
O Samba Poconé,2024-05-01,43
O Samba Poconé,2024-06-01,30
O Samba Poconé,2024-07-01,44
O Samba Poconé,2024-08-01,44
O Samba Poconé,2024-09-01,38
O Samba Poconé,2024-10-01,36
O Samba Poconé,2024-11-01,37
O Samba Poconé,2024-12-01,38
Morning Dance,2023-01-01,63
Morning Dance,2023-02-01,56
Morning Dance,2023-03-01,57
Morning Dance,2023-04-01,62
Morning Dance,2023-05-01,53
Morning Dance,2023-06-01,55
Morning Dance,2023-07-01,54
Morning Dance,2023-08-01,64
Morning Dance,2023-09-01,58
Morning Dance,2023-10-01,60
Morning Dance,2023-11-01,56
Morning Dance,2023-12-01,57
Morning Dance,2024-01-01,61
Morning Dance,2024-02-01,65
Morning Dance,2024-03-01,63
Morning Dance,2024-04-01,63
Morning Dance,2024-05-01,53
Morning Dance,2024-06-01,54
Morning Dance,2024-07-01,54
Morning Dance,2024-08-01,63
Morning Dance,2024-09-01,63
Morning Dance,2024-10-01,66
Morning Dance,2024-11-01,60
Morning Dance,2024-12-01,66
Maquinarama,2023-01-01,44
Maquinarama,2023-02-01,47
Maquinarama,2023-03-01,46
