ArtistName,Date,PlayCount
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2024-08-01,38
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2024-09-01,42
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2024-10-01,28
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2024-11-01,42
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2024-12-01,29
Foo Fighters,2023-01-01,65
Foo Fighters,2023-02-01,50
Foo Fighters,2023-03-01,63
Foo Fighters,2023-04-01,64
Foo Fighters,2023-05-01,58
Foo Fighters,2023-06-01,64
Foo Fighters,2023-07-01,66
Foo Fighters,2023-08-01,53
Foo Fighters,2023-09-01,61
Foo Fighters,2023-10-01,54
Foo Fighters,2023-11-01,54
Foo Fighters,2023-12-01,60
Foo Fighters,2024-01-01,55
Foo Fighters,2024-02-01,56
Foo Fighters,2024-03-01,63
Foo Fighters,2024-04-01,60
Foo Fighters,2024-05-01,62
Foo Fighters,2024-06-01,51
Foo Fighters,2024-07-01,56
Foo Fighters,2024-08-01,69
Foo Fighters,2024-09-01,53
Foo Fighters,2024-10-01,57
Foo Fighters,2024-11-01,69
Foo Fighters,2024-12-01,68
Frank Sinatra,2023-01-01,37
Frank Sinatra,2023-02-01,38
Frank Sinatra,2023-03-01,34
Frank Sinatra,2023-04-01,35
Frank Sinatra,2023-05-01,26
Frank Sinatra,2023-06-01,33
Frank Sinatra,2023-07-01,41
Frank Sinatra,2023-08-01,27
Frank Sinatra,2023-09-01,30
Frank Sinatra,2023-10-01,29
Frank Sinatra,2023-11-01,29
Frank Sinatra,2023-12-01,39
Frank Sinatra,2024-01-01,41
Frank Sinatra,2024-02-01,33
Frank Sinatra,2024-03-01,27
Frank Sinatra,2024-04-01,44
Frank Sinatra,2024-05-01,41
Frank Sinatra,2024-06-01,34
Frank Sinatra,2024-07-01,27
Frank Sinatra,2024-08-01,42
Frank Sinatra,2024-09-01,42
Frank Sinatra,2024-10-01,41
Frank Sinatra,2024-11-01,27
Frank Sinatra,2024-12-01,27
Frank Zappa & Captain Beefheart,2023-01-01,30
Frank Zappa & Captain Beefheart,2023-02-01,37
Frank Zappa & Captain Beefheart,2023-03-01,39
Frank Zappa & Captain Beefheart,2023-04-01,33
Frank Zappa & Captain Beefheart,2023-05-01,28
Frank Zappa & Captain Beefheart,2023-06-01,38
Frank Zappa & Captain Beefheart,2023-07-01,29
Frank Zappa & Captain Beefheart,2023-08-01,26
Frank Zappa & Captain Beefheart,2023-09-01,35
Frank Zappa & Captain Beefheart,2023-10-01,33
Frank Zappa & Captain Beefheart,2023-11-01,27
Frank Zappa & Captain Beefheart,2023-12-01,33
Frank Zappa & Captain Beefheart,2024-01-01,27
Frank Zappa & Captain Beefheart,2024-02-01,26
Frank Zappa & Captain Beefheart,2024-03-01,36
Frank Zappa & Captain Beefheart,2024-04-01,34
Frank Zappa & Captain Beefheart,2024-05-01,33
Frank Zappa & Captain Beefheart,2024-06-01,39
Frank Zappa & Captain Beefheart,2024-07-01,32
Frank Zappa & Captain Beefheart,2024-08-01,29
Frank Zappa & Captain Beefheart,2024-09-01,35
Frank Zappa & Captain Beefheart,2024-10-01,26
Frank Zappa & Captain Beefheart,2024-11-01,39
Frank Zappa & Captain Beefheart,2024-12-01,30
Funk Como Le Gusta,2023-01-01,32
Funk Como Le Gusta,2023-02-01,29
Funk Como Le Gusta,2023-03-01,40
Funk Como Le Gusta,2023-04-01,42
Funk Como Le Gusta,2023-05-01,30
Funk Como Le Gusta,2023-06-01,29
Funk Como Le Gusta,2023-07-01,40
Funk Como Le Gusta,2023-08-01,37
Funk Como Le Gusta,2023-09-01,29
Funk Como Le Gusta,2023-10-01,37
Funk Como Le Gusta,2023-11-01,41
Funk Como Le Gusta,2023-12-01,42
Funk Como Le Gusta,2024-01-01,32
Funk Como Le Gusta,2024-02-01,37
Funk Como Le Gusta,2024-03-01,43
Funk Como Le Gusta,2024-04-01,27
Funk Como Le Gusta,2024-05-01,32
Funk Como Le Gusta,2024-06-01,26
Funk Como Le Gusta,2024-07-01,32
Funk Como Le Gusta,2024-08-01,37
Funk Como Le Gusta,2024-09-01,37
Funk Como Le Gusta,2024-10-01,25
Funk Como Le Gusta,2024-11-01,30
Funk Como Le Gusta,2024-12-01,43
Gene Krupa,2023-01-01,40
Gene Krupa,2023-02-01,32
Gene Krupa,2023-03-01,25
Gene Krupa,2023-04-01,40
Gene Krupa,2023-05-01,33
Gene Krupa,2023-06-01,37
Gene Krupa,2023-07-01,35
Gene Krupa,2023-08-01,37
Gene Krupa,2023-09-01,34
Gene Krupa,2023-10-01,28
Gene Krupa,2023-11-01,30
Gene Krupa,2023-12-01,31
Gene Krupa,2024-01-01,29
Gene Krupa,2024-02-01,35
Gene Krupa,2024-03-01,37
Gene Krupa,2024-04-01,43
Gene Krupa,2024-05-01,34
Gene Krupa,2024-06-01,34
Gene Krupa,2024-07-01,35
Gene Krupa,2024-08-01,31
Gene Krupa,2024-09-01,42
Gene Krupa,2024-10-01,28
Gene Krupa,2024-11-01,26
Gene Krupa,2024-12-01,38
Gilberto Gil,2023-01-01,37
Gilberto Gil,2023-02-01,36
Gilberto Gil,2023-03-01,31
Gilberto Gil,2023-04-01,26
Gilberto Gil,2023-05-01,37
Gilberto Gil,2023-06-01,38
Gilberto Gil,2023-07-01,41
Gilberto Gil,2023-08-01,33
Gilberto Gil,2023-09-01,41
Gilberto Gil,2023-10-01,32
Gilberto Gil,2023-11-01,26
Gilberto Gil,2023-12-01,37
Gilberto Gil,2024-01-01,27
Gilberto Gil,2024-02-01,40
Gilberto Gil,2024-03-01,30
Gilberto Gil,2024-04-01,43
Gilberto Gil,2024-05-01,31
Gilberto Gil,2024-06-01,34
Gilberto Gil,2024-07-01,33
Gilberto Gil,2024-08-01,26
Gilberto Gil,2024-09-01,39
Gilberto Gil,2024-10-01,29
Gilberto Gil,2024-11-01,28
Gilberto Gil,2024-12-01,44
Godsmack,2023-01-01,28
Godsmack,2023-02-01,42
Godsmack,2023-03-01,28
Godsmack,2023-04-01,41
Godsmack,2023-05-01,36
Godsmack,2023-06-01,41
Godsmack,2023-07-01,34
Godsmack,2023-08-01,25
Godsmack,2023-09-01,42
Godsmack,2023-10-01,42
Godsmack,2023-11-01,38
Godsmack,2023-12-01,39
Godsmack,2024-01-01,36
Godsmack,2024-02-01,28
Godsmack,2024-03-01,27
Godsmack,2024-04-01,44
Godsmack,2024-05-01,36
Godsmack,2024-06-01,31
Godsmack,2024-07-01,35
Godsmack,2024-08-01,25
Godsmack,2024-09-01,30
Godsmack,2024-10-01,39
Godsmack,2024-11-01,39
Godsmack,2024-12-01,43
Gonzaguinha,2023-01-01,35
Gonzaguinha,2023-02-01,26
Gonzaguinha,2023-03-01,38
Gonzaguinha,2023-04-01,26
Gonzaguinha,2023-05-01,28
Gonzaguinha,2023-06-01,41
Gonzaguinha,2023-07-01,27
Gonzaguinha,2023-08-01,37
Gonzaguinha,2023-09-01,33
Gonzaguinha,2023-10-01,31
Gonzaguinha,2023-11-01,39
Gonzaguinha,2023-12-01,35
Gonzaguinha,2024-01-01,44
Gonzaguinha,2024-02-01,26
Gonzaguinha,2024-03-01,39
Gonzaguinha,2024-04-01,38
Gonzaguinha,2024-05-01,44
Gonzaguinha,2024-06-01,35
Gonzaguinha,2024-07-01,27
Gonzaguinha,2024-08-01,41
Gonzaguinha,2024-09-01,36
Gonzaguinha,2024-10-01,39
Gonzaguinha,2024-11-01,40
Gonzaguinha,2024-12-01,29
Green Day,2023-01-01,64
Green Day,2023-02-01,50
Green Day,2023-03-01,63
Green Day,2023-04-01,49
Green Day,2023-05-01,47
Green Day,2023-06-01,45
Green Day,2023-07-01,50
Green Day,2023-08-01,59
Green Day,2023-09-01,46
Green Day,2023-10-01,47
Green Day,2023-11-01,61
Green Day,2023-12-01,56
Green Day,2024-01-01,62
Green Day,2024-02-01,59
Green Day,2024-03-01,56
Green Day,2024-04-01,60
Green Day,2024-05-01,52
Green Day,2024-06-01,58
Green Day,2024-07-01,61
Green Day,2024-08-01,52
Green Day,2024-09-01,59
Green Day,2024-10-01,58
Green Day,2024-11-01,62
Green Day,2024-12-01,64
Guns N' Roses,2023-01-01,31
Guns N' Roses,2023-02-01,27
Guns N' Roses,2023-03-01,36
Guns N' Roses,2023-04-01,27
Guns N' Roses,2023-05-01,44
Guns N' Roses,2023-06-01,38
Guns N' Roses,2023-07-01,39
Guns N' Roses,2023-08-01,38
Guns N' Roses,2023-09-01,31
Guns N' Roses,2023-10-01,41
Guns N' Roses,2023-11-01,36
Guns N' Roses,2023-12-01,44
Guns N' Roses,2024-01-01,28
Guns N' Roses,2024-02-01,33
Guns N' Roses,2024-03-01,30
Guns N' Roses,2024-04-01,40
Guns N' Roses,2024-05-01,26
Guns N' Roses,2024-06-01,32
Guns N' Roses,2024-07-01,35
Guns N' Roses,2024-08-01,37
Guns N' Roses,2024-09-01,41
Guns N' Roses,2024-10-01,32
Guns N' Roses,2024-11-01,42
Guns N' Roses,2024-12-01,42
Göteborgs Symfoniker & Neeme Järvi,2023-01-01,38
Göteborgs Symfoniker & Neeme Järvi,2023-02-01,39
Göteborgs Symfoniker & Neeme Järvi,2023-03-01,30
Göteborgs Symfoniker & Neeme Järvi,2023-04-01,35
Göteborgs Symfoniker & Neeme Järvi,2023-05-01,37
Göteborgs Symfoniker & Neeme Järvi,2023-06-01,25
Göteborgs Symfoniker & Neeme Järvi,2023-07-01,30
Göteborgs Symfoniker & Neeme Järvi,2023-08-01,33
Göteborgs Symfoniker & Neeme Järvi,2023-09-01,32
Göteborgs Symfoniker & Neeme Järvi,2023-10-01,35
Göteborgs Symfoniker & Neeme Järvi,2023-11-01,43
Göteborgs Symfoniker & Neeme Järvi,2023-12-01,33
Göteborgs Symfoniker & Neeme Järvi,2024-01-01,41
Göteborgs Symfoniker & Neeme Järvi,2024-02-01,36
Göteborgs Symfoniker & Neeme Järvi,2024-03-01,38
Göteborgs Symfoniker & Neeme Järvi,2024-04-01,39
Göteborgs Symfoniker & Neeme Järvi,2024-05-01,40
Göteborgs Symfoniker & Neeme Järvi,2024-06-01,44
Göteborgs Symfoniker & Neeme Järvi,2024-07-01,25
Göteborgs Symfoniker & Neeme Järvi,2024-08-01,34
Göteborgs Symfoniker & Neeme Järvi,2024-09-01,32
Göteborgs Symfoniker & Neeme Järvi,2024-10-01,42
Göteborgs Symfoniker & Neeme Järvi,2024-11-01,25
Göteborgs Symfoniker & Neeme Järvi,2024-12-01,26
Habib Koité and Bamada,2023-01-01,25
Habib Koité and Bamada,2023-02-01,25
Habib Koité and Bamada,2023-03-01,33
Habib Koité and Bamada,2023-04-01,37
Habib Koité and Bamada,2023-05-01,25
Habib Koité and Bamada,2023-06-01,37
Habib Koité and Bamada,2023-07-01,44
Habib Koité and Bamada,2023-08-01,31
Habib Koité and Bamada,2023-09-01,26
Habib Koité and Bamada,2023-10-01,30
Habib Koité and Bamada,2023-11-01,31
Habib Koité and Bamada,2023-12-01,38
Habib Koité and Bamada,2024-01-01,42
Habib Koité and Bamada,2024-02-01,39
Habib Koité and Bamada,2024-03-01,26
Habib Koité and Bamada,2024-04-01,34
Habib Koité and Bamada,2024-05-01,36
Habib Koité and Bamada,2024-06-01,41
Habib Koité and Bamada,2024-07-01,32
Habib Koité and Bamada,2024-08-01,35
Habib Koité and Bamada,2024-09-01,27
Habib Koité and Bamada,2024-10-01,30
Habib Koité and Bamada,2024-11-01,33
Habib Koité and Bamada,2024-12-01,30
Heroes,2023-01-01,33
Heroes,2023-02-01,31
Heroes,2023-03-01,33
Heroes,2023-04-01,42
Heroes,2023-05-01,36
Heroes,2023-06-01,32
Heroes,2023-07-01,32
Heroes,2023-08-01,42
Heroes,2023-09-01,44
Heroes,2023-10-01,39
Heroes,2023-11-01,31
Heroes,2023-12-01,35
Heroes,2024-01-01,44
Heroes,2024-02-01,40
Heroes,2024-03-01,28
Heroes,2024-04-01,30
Heroes,2024-05-01,27
Heroes,2024-06-01,33
Heroes,2024-07-01,34
Heroes,2024-08-01,38
Heroes,2024-09-01,35
Heroes,2024-10-01,42
Heroes,2024-11-01,36
Heroes,2024-12-01,36
House Of Pain,2023-01-01,37
House Of Pain,2023-02-01,37
House Of Pain,2023-03-01,43
House Of Pain,2023-04-01,43
House Of Pain,2023-05-01,38
House Of Pain,2023-06-01,28
House Of Pain,2023-07-01,37
House Of Pain,2023-08-01,32
House Of Pain,2023-09-01,43
House Of Pain,2023-10-01,36
House Of Pain,2023-11-01,42
House Of Pain,2023-12-01,30
House Of Pain,2024-01-01,42
House Of Pain,2024-02-01,43
House Of Pain,2024-03-01,29
House Of Pain,2024-04-01,33
House Of Pain,2024-05-01,27
House Of Pain,2024-06-01,34
House Of Pain,2024-07-01,43
House Of Pain,2024-08-01,27
House Of Pain,2024-09-01,39
House Of Pain,2024-10-01,25
House Of Pain,2024-11-01,31
House Of Pain,2024-12-01,36
Incognito,2023-01-01,41
Incognito,2023-02-01,44
Incognito,2023-03-01,29
Incognito,2023-04-01,28
Incognito,2023-05-01,36
Incognito,2023-06-01,44
Incognito,2023-07-01,42
Incognito,2023-08-01,41
Incognito,2023-09-01,43
Incognito,2023-10-01,33
Incognito,2023-11-01,28
Incognito,2023-12-01,26
Incognito,2024-01-01,28
Incognito,2024-02-01,26
Incognito,2024-03-01,39
Incognito,2024-04-01,26
Incognito,2024-05-01,28
Incognito,2024-06-01,30
Incognito,2024-07-01,31
Incognito,2024-08-01,34
Incognito,2024-09-01,43
Incognito,2024-10-01,43
Incognito,2024-11-01,36
Incognito,2024-12-01,27
Iron Maiden,2023-01-01,37
Iron Maiden,2023-02-01,42
Iron Maiden,2023-03-01,32
Iron Maiden,2023-04-01,39
Iron Maiden,2023-05-01,25
Iron Maiden,2023-06-01,27
Iron Maiden,2023-07-01,32
Iron Maiden,2023-08-01,28
Iron Maiden,2023-09-01,40
Iron Maiden,2023-10-01,34
Iron Maiden,2023-11-01,36
Iron Maiden,2023-12-01,38
Iron Maiden,2024-01-01,38
Iron Maiden,2024-02-01,26
Iron Maiden,2024-03-01,29
Iron Maiden,2024-04-01,29
Iron Maiden,2024-05-01,30
Iron Maiden,2024-06-01,37
Iron Maiden,2024-07-01,33
Iron Maiden,2024-08-01,39
Iron Maiden,2024-09-01,38
Iron Maiden,2024-10-01,31
Iron Maiden,2024-11-01,44
Iron Maiden,2024-12-01,26
JET,2023-01-01,31
JET,2023-02-01,30
JET,2023-03-01,41
JET,2023-04-01,26
JET,2023-05-01,27
JET,2023-06-01,29
JET,2023-07-01,29
JET,2023-08-01,25
JET,2023-09-01,32
JET,2023-10-01,36
JET,2023-11-01,28
JET,2023-12-01,37
JET,2024-01-01,39
JET,2024-02-01,35
JET,2024-03-01,34
JET,2024-04-01,27
JET,2024-05-01,38
JET,2024-06-01,40
JET,2024-07-01,34
JET,2024-08-01,34
JET,2024-09-01,36
JET,2024-10-01,33
JET,2024-11-01,25
JET,2024-12-01,29
James Brown,2023-01-01,44
James Brown,2023-02-01,32
James Brown,2023-03-01,35
James Brown,2023-04-01,36
James Brown,2023-05-01,25
James Brown,2023-06-01,44
James Brown,2023-07-01,35
James Brown,2023-08-01,29
James Brown,2023-09-01,39
James Brown,2023-10-01,29
James Brown,2023-11-01,36
James Brown,2023-12-01,29
James Brown,2024-01-01,41
James Brown,2024-02-01,41
James Brown,2024-03-01,36
James Brown,2024-04-01,39
James Brown,2024-05-01,39
James Brown,2024-06-01,30
James Brown,2024-07-01,36
James Brown,2024-08-01,44
James Brown,2024-09-01,42
James Brown,2024-10-01,38
James Brown,2024-11-01,26
James Brown,2024-12-01,33
Jamiroquai,2023-01-01,29
Jamiroquai,2023-02-01,44
Jamiroquai,2023-03-01,25
Jamiroquai,2023-04-01,27
Jamiroquai,2023-05-01,30
Jamiroquai,2023-06-01,29
Jamiroquai,2023-07-01,29
Jamiroquai,2023-08-01,25
Jamiroquai,2023-09-01,41
Jamiroquai,2023-10-01,43
Jamiroquai,2023-11-01,38
Jamiroquai,2023-12-01,36
Jamiroquai,2024-01-01,34
Jamiroquai,2024-02-01,44
Jamiroquai,2024-03-01,42
Jamiroquai,2024-04-01,35
Jamiroquai,2024-05-01,26
Jamiroquai,2024-06-01,42
Jamiroquai,2024-07-01,31
Jamiroquai,2024-08-01,39
Jamiroquai,2024-09-01,35
Jamiroquai,2024-10-01,42
Jamiroquai,2024-11-01,36
Jamiroquai,2024-12-01,30
Jimi Hendrix,2023-01-01,44
Jimi Hendrix,2023-02-01,37
Jimi Hendrix,2023-03-01,44
Jimi Hendrix,2023-04-01,40
Jimi Hendrix,2023-05-01,42
Jimi Hendrix,2023-06-01,34
Jimi Hendrix,2023-07-01,32
Jimi Hendrix,2023-08-01,42
Jimi Hendrix,2023-09-01,25
Jimi Hendrix,2023-10-01,32
Jimi Hendrix,2023-11-01,30
Jimi Hendrix,2023-12-01,29
Jimi Hendrix,2024-01-01,39
Jimi Hendrix,2024-02-01,39
Jimi Hendrix,2024-03-01,26
Jimi Hendrix,2024-04-01,25
Jimi Hendrix,2024-05-01,35
Jimi Hendrix,2024-06-01,34
Jimi Hendrix,2024-07-01,42
Jimi Hendrix,2024-08-01,42
Jimi Hendrix,2024-09-01,41
Jimi Hendrix,2024-10-01,32
Jimi Hendrix,2024-11-01,39
Jimi Hendrix,2024-12-01,32
Joe Satriani,2023-01-01,41
Joe Satriani,2023-02-01,36
Joe Satriani,2023-03-01,32
Joe Satriani,2023-04-01,38
Joe Satriani,2023-05-01,28
Joe Satriani,2023-06-01,25
Joe Satriani,2023-07-01,25
Joe Satriani,2023-08-01,43
Joe Satriani,2023-09-01,40
Joe Satriani,2023-10-01,38
Joe Satriani,2023-11-01,40
Joe Satriani,2023-12-01,29
Joe Satriani,2024-01-01,33
Joe Satriani,2024-02-01,26
Joe Satriani,2024-03-01,42
Joe Satriani,2024-04-01,30
Joe Satriani,2024-05-01,33
Joe Satriani,2024-06-01,25
Joe Satriani,2024-07-01,33
Joe Satriani,2024-08-01,40
Joe Satriani,2024-09-01,37
Joe Satriani,2024-10-01,33
Joe Satriani,2024-11-01,37
Joe Satriani,2024-12-01,33
Jorge Ben,2023-01-01,35
Jorge Ben,2023-02-01,28
Jorge Ben,2023-03-01,26
Jorge Ben,2023-04-01,30
Jorge Ben,2023-05-01,38
Jorge Ben,2023-06-01,28
Jorge Ben,2023-07-01,30
Jorge Ben,2023-08-01,43
Jorge Ben,2023-09-01,30
Jorge Ben,2023-10-01,26
Jorge Ben,2023-11-01,42
Jorge Ben,2023-12-01,37
Jorge Ben,2024-01-01,33
Jorge Ben,2024-02-01,43
Jorge Ben,2024-03-01,37
Jorge Ben,2024-04-01,35
Jorge Ben,2024-05-01,25
Jorge Ben,2024-06-01,31
Jorge Ben,2024-07-01,39
Jorge Ben,2024-08-01,25
Jorge Ben,2024-09-01,36
Jorge Ben,2024-10-01,31
Jorge Ben,2024-11-01,39
Jorge Ben,2024-12-01,43
Jota Quest,2023-01-01,25
Jota Quest,2023-02-01,41
Jota Quest,2023-03-01,41
Jota Quest,2023-04-01,27
Jota Quest,2023-05-01,36
Jota Quest,2023-06-01,30
Jota Quest,2023-07-01,35
Jota Quest,2023-08-01,27
Jota Quest,2023-09-01,32
Jota Quest,2023-10-01,38
Jota Quest,2023-11-01,38
Jota Quest,2023-12-01,34
Jota Quest,2024-01-01,26
Jota Quest,2024-02-01,38
Jota Quest,2024-03-01,33
Jota Quest,2024-04-01,27
Jota Quest,2024-05-01,32
Jota Quest,2024-06-01,40
Jota Quest,2024-07-01,26
Jota Quest,2024-08-01,30
Jota Quest,2024-09-01,36
Jota Quest,2024-10-01,29
Jota Quest,2024-11-01,26
Jota Quest,2024-12-01,40
João Suplicy,2023-01-01,29
João Suplicy,2023-02-01,39
João Suplicy,2023-03-01,36
João Suplicy,2023-04-01,28
João Suplicy,2023-05-01,39
João Suplicy,2023-06-01,35
João Suplicy,2023-07-01,40
João Suplicy,2023-08-01,30
João Suplicy,2023-09-01,38
João Suplicy,2023-10-01,42
João Suplicy,2023-11-01,36
João Suplicy,2023-12-01,35
João Suplicy,2024-01-01,37
João Suplicy,2024-02-01,35
João Suplicy,2024-03-01,40
João Suplicy,2024-04-01,39
João Suplicy,2024-05-01,39
João Suplicy,2024-06-01,28
João Suplicy,2024-07-01,35
João Suplicy,2024-08-01,43
João Suplicy,2024-09-01,39
João Suplicy,2024-10-01,28
João Suplicy,2024-11-01,37
João Suplicy,2024-12-01,43
Judas Priest,2023-01-01,26
Judas Priest,2023-02-01,38
Judas Priest,2023-03-01,28
Judas Priest,2023-04-01,40
Judas Priest,2023-05-01,44
Judas Priest,2023-06-01,38
Judas Priest,2023-07-01,39
Judas Priest,2023-08-01,27
Judas Priest,2023-09-01,32
Judas Priest,2023-10-01,40
Judas Priest,2023-11-01,34
Judas Priest,2023-12-01,28
Judas Priest,2024-01-01,42
Judas Priest,2024-02-01,26
Judas Priest,2024-03-01,41
Judas Priest,2024-04-01,37
Judas Priest,2024-05-01,28
Judas Priest,2024-06-01,35
Judas Priest,2024-07-01,31
Judas Priest,2024-08-01,36
Judas Priest,2024-09-01,34
Judas Priest,2024-10-01,31
Judas Priest,2024-11-01,37
Judas Priest,2024-12-01,31
Julian Bream,2023-01-01,41
Julian Bream,2023-02-01,34
Julian Bream,2023-03-01,34
Julian Bream,2023-04-01,28
Julian Bream,2023-05-01,44
Julian Bream,2023-06-01,28
Julian Bream,2023-07-01,31
Julian Bream,2023-08-01,25
Julian Bream,2023-09-01,36
Julian Bream,2023-10-01,37
Julian Bream,2023-11-01,34
Julian Bream,2023-12-01,39
Julian Bream,2024-01-01,37
Julian Bream,2024-02-01,33
Julian Bream,2024-03-01,33
Julian Bream,2024-04-01,39
Julian Bream,2024-05-01,34
Julian Bream,2024-06-01,34
Julian Bream,2024-07-01,32
Julian Bream,2024-08-01,40
Julian Bream,2024-09-01,41
Julian Bream,2024-10-01,29
Julian Bream,2024-11-01,28
Julian Bream,2024-12-01,42
Kent Nagano and Orchestre de l'Opéra de Lyon,2023-01-01,43
Kent Nagano and Orchestre de l'Opéra de Lyon,2023-02-01,28
Kent Nagano and Orchestre de l'Opéra de Lyon,2023-03-01,31
Kent Nagano and Orchestre de l'Opéra de Lyon,2023-04-01,34
Kent Nagano and Orchestre de l'Opéra de Lyon,2023-05-01,42
Kent Nagano and Orchestre de l'Opéra de Lyon,2023-06-01,43
Kent Nagano and Orchestre de l'Opéra de Lyon,2023-07-01,28
Kent Nagano and Orchestre de l'Opéra de Lyon,2023-08-01,34
Kent Nagano and Orchestre de l'Opéra de Lyon,2023-09-01,25
Kent Nagano and Orchestre de l'Opéra de Lyon,2023-10-01,42
Kent Nagano and Orchestre de l'Opéra de Lyon,2023-11-01,29
Kent Nagano and Orchestre de l'Opéra de Lyon,2023-12-01,39
Kent Nagano and Orchestre de l'Opéra de Lyon,2024-01-01,41
Kent Nagano and Orchestre de l'Opéra de Lyon,2024-02-01,27
Kent Nagano and Orchestre de l'Opéra de Lyon,2024-03-01,36
Kent Nagano and Orchestre de l'Opéra de Lyon,2024-04-01,26
Kent Nagano and Orchestre de l'Opéra de Lyon,2024-05-01,25
Kent Nagano and Orchestre de l'Opéra de Lyon,2024-06-01,41
Kent Nagano and Orchestre de l'Opéra de Lyon,2024-07-01,40
Kent Nagano and Orchestre de l'Opéra de Lyon,2024-08-01,29
Kent Nagano and Orchestre de l'Opéra de Lyon,2024-09-01,39
Kent Nagano and Orchestre de l'Opéra de Lyon,2024-10-01,27
Kent Nagano and Orchestre de l'Opéra de Lyon,2024-11-01,31
Kent Nagano and Orchestre de l'Opéra de Lyon,2024-12-01,35
Kiss,2023-01-01,34
Kiss,2023-02-01,33
Kiss,2023-03-01,38
Kiss,2023-04-01,37
Kiss,2023-05-01,26
Kiss,2023-06-01,27
Kiss,2023-07-01,31
Kiss,2023-08-01,42
Kiss,2023-09-01,27
Kiss,2023-10-01,34
Kiss,2023-11-01,31
Kiss,2023-12-01,33
Kiss,2024-01-01,41
Kiss,2024-02-01,35
Kiss,2024-03-01,31
Kiss,2024-04-01,38
Kiss,2024-05-01,43
Kiss,2024-06-01,28
Kiss,2024-07-01,30
Kiss,2024-08-01,34
Kiss,2024-09-01,31
Kiss,2024-10-01,37
Kiss,2024-11-01,38
Kiss,2024-12-01,28
Led Zeppelin,2023-01-01,72
Led Zeppelin,2023-02-01,69
Led Zeppelin,2023-03-01,65
Led Zeppelin,2023-04-01,68
Led Zeppelin,2023-05-01,67
Led Zeppelin,2023-06-01,73
Led Zeppelin,2023-07-01,72
Led Zeppelin,2023-08-01,65
Led Zeppelin,2023-09-01,70
Led Zeppelin,2023-10-01,73
Led Zeppelin,2023-11-01,71
Led Zeppelin,2023-12-01,68
Led Zeppelin,2024-01-01,77
Led Zeppelin,2024-02-01,81
Led Zeppelin,2024-03-01,66
Led Zeppelin,2024-04-01,69
Led Zeppelin,2024-05-01,76
Led Zeppelin,2024-06-01,72
Led Zeppelin,2024-07-01,70
Led Zeppelin,2024-08-01,72
Led Zeppelin,2024-09-01,82
Led Zeppelin,2024-10-01,67
Led Zeppelin,2024-11-01,76
Led Zeppelin,2024-12-01,67
Legião Urbana,2023-01-01,30
Legião Urbana,2023-02-01,26
Legião Urbana,2023-03-01,36
Legião Urbana,2023-04-01,26
Legião Urbana,2023-05-01,30
Legião Urbana,2023-06-01,41
Legião Urbana,2023-07-01,27
Legião Urbana,2023-08-01,26
Legião Urbana,2023-09-01,44
Legião Urbana,2023-10-01,32
Legião Urbana,2023-11-01,36
Legião Urbana,2023-12-01,28
Legião Urbana,2024-01-01,29
Legião Urbana,2024-02-01,37
Legião Urbana,2024-03-01,39
Legião Urbana,2024-04-01,40
Legião Urbana,2024-05-01,34
Legião Urbana,2024-06-01,40
Legião Urbana,2024-07-01,36
Legião Urbana,2024-08-01,41
Legião Urbana,2024-09-01,40
Legião Urbana,2024-10-01,36
Legião Urbana,2024-11-01,32
Legião Urbana,2024-12-01,44
Lenny Kravitz,2023-01-01,27
Lenny Kravitz,2023-02-01,40
Lenny Kravitz,2023-03-01,37
Lenny Kravitz,2023-04-01,43
Lenny Kravitz,2023-05-01,32
Lenny Kravitz,2023-06-01,29
Lenny Kravitz,2023-07-01,44
Lenny Kravitz,2023-08-01,32
Lenny Kravitz,2023-09-01,36
Lenny Kravitz,2023-10-01,25
Lenny Kravitz,2023-11-01,44
Lenny Kravitz,2023-12-01,30
Lenny Kravitz,2024-01-01,42
Lenny Kravitz,2024-02-01,32
Lenny Kravitz,2024-03-01,31
Lenny Kravitz,2024-04-01,25
Lenny Kravitz,2024-05-01,40
Lenny Kravitz,2024-06-01,36
Lenny Kravitz,2024-07-01,30
Lenny Kravitz,2024-08-01,44
Lenny Kravitz,2024-09-01,26
Lenny Kravitz,2024-10-01,38
Lenny Kravitz,2024-11-01,28
Lenny Kravitz,2024-12-01,25
Lost,2023-01-01,42
Lost,2023-02-01,37
Lost,2023-03-01,26
Lost,2023-04-01,33
Lost,2023-05-01,26
Lost,2023-06-01,33
Lost,2023-07-01,25
Lost,2023-08-01,35
Lost,2023-09-01,27
Lost,2023-10-01,44
Lost,2023-11-01,28
Lost,2023-12-01,42
Lost,2024-01-01,30
Lost,2024-02-01,27
Lost,2024-03-01,35
Lost,2024-04-01,39
Lost,2024-05-01,29
Lost,2024-06-01,44
Lost,2024-07-01,34
Lost,2024-08-01,36
Lost,2024-09-01,39
Lost,2024-10-01,41
Lost,2024-11-01,34
Lost,2024-12-01,30
Luciana Souza/Romero Lubambo,2023-01-01,42
